\u65f6\u95f4	\u65b9\u5411	OpId	\u547d\u4ee4	\u957f\u5ea6	\u6458\u8981	Hex
2026-03-26 15:44:11.754	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:44:11.754	RX<	32	Q_TASK	22	Q_TASK resp: count=1, first=02 80 6E 28 D6 22 45 1C	7E 6C 01 36 FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-26 15:44:11.754	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:54:20.245	RAW~	32	--	0	RAW_RX +15 bytes	7E 6C FF 4E 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:54:20.245	WARN!	32	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:54:20.245	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 4E 00 00 05 00 11 00 00 00 00 44 A0
2026-03-27 10:10:07.896	RAW~	32	--	0	RAW_RX +15 bytes	7E 6C FF 4F 00 00 05 00 11 01 00 00 00 D1 62
2026-03-27 10:10:07.896	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:07.896	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 4F 00 00 05 00 11 01 00 00 00 D1 62
2026-03-27 10:10:07.896	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-27 10:10:08.497	TX>	32	SET_COM	2	SET_COM send	7E 6C FF 37 00 00 02 00 0F 01 1C 11
2026-03-27 10:10:08.527	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-27 10:10:08.527	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-27 10:10:08.550	RAW~	32	--	0	RAW_RX +12 bytes	7E 6C FF 50 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:08.551	RX<	32	ACK	2	ACK for SET_COM	7E 6C FF 50 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:08.551	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:08.551	TX>	33	Q_TASK	17	Q_TASK(all) send	7E 6C FF 38 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:09.601	WARN!	33	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:10.651	WARN!	33	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:11.675	WARN!	33	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-27 10:10:11.675	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-27 10:10:12.175	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:12.175	TX>	33	Q_TASK	17	Q_TASK(all) send	7E 6C FF 39 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:13.174	WARN!	33	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:14.175	WARN!	33	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:15.175	WARN!	33	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-27 10:10:15.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-27 10:10:15.675	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:15.675	TX>	33	Q_TASK	17	Q_TASK(all) send	7E 6C FF 3A 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:16.675	WARN!	33	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:17.676	WARN!	33	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:18.676	ERR!	33	Q_TASK	0	Q_TASK timeout after 3 retries, keep port open	--
2026-03-27 10:10:18.676	TX>	33	SET_COM	2	SET_COM send	7E 6C FF 3B 00 00 02 00 0F 01 1C 11
2026-03-27 10:10:18.676	WARN!	33	Q_TASK	0	Q_TASK timeout: no frame header observed	--
2026-03-27 10:10:18.726	RAW~	33	--	0	RAW_RX +12 bytes	7E 6C FF 51 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:18.726	RX<	33	ACK	2	ACK for SET_COM	7E 6C FF 51 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:18.727	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:18.727	TX>	34	Q_TASK	17	Q_TASK(all) send	7E 6C FF 3C 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:19.677	WARN!	34	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:20.675	WARN!	34	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:21.675	WARN!	34	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-27 10:10:21.675	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-27 10:10:22.175	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:22.175	TX>	34	Q_TASK	17	Q_TASK(all) send	7E 6C FF 3D 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:23.175	WARN!	34	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:24.175	WARN!	34	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:25.174	WARN!	34	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-27 10:10:25.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-27 10:10:25.675	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:25.675	TX>	34	Q_TASK	17	Q_TASK(all) send	7E 6C FF 3E 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:26.675	WARN!	34	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:27.675	WARN!	34	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:28.674	ERR!	34	Q_TASK	0	Q_TASK timeout after 3 retries, keep port open	--
2026-03-27 10:10:28.675	TX>	34	SET_COM	2	SET_COM send	7E 6C FF 3F 00 00 02 00 0F 01 1C 11
2026-03-27 10:10:28.675	WARN!	34	Q_TASK	0	Q_TASK timeout: no frame header observed	--
2026-03-27 10:10:28.723	RAW~	34	--	0	RAW_RX +12 bytes	7E 6C FF 52 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:28.723	RX<	34	ACK	2	ACK for SET_COM	7E 6C FF 52 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:28.724	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:28.724	TX>	35	Q_TASK	17	Q_TASK(all) send	7E 6C FF 40 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:29.675	WARN!	35	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:30.675	WARN!	35	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:31.675	WARN!	35	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-27 10:10:31.675	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-27 10:10:32.174	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:32.175	TX>	35	Q_TASK	17	Q_TASK(all) send	7E 6C FF 41 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:33.174	WARN!	35	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:34.175	WARN!	35	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:35.175	WARN!	35	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-27 10:10:35.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-27 10:10:35.674	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:35.674	TX>	35	Q_TASK	17	Q_TASK(all) send	7E 6C FF 42 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:36.675	WARN!	35	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:37.675	WARN!	35	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:38.675	ERR!	35	Q_TASK	0	Q_TASK timeout after 3 retries, keep port open	--
2026-03-27 10:10:38.675	TX>	35	SET_COM	2	SET_COM send	7E 6C FF 43 00 00 02 00 0F 01 1C 11
2026-03-27 10:10:38.675	WARN!	35	Q_TASK	0	Q_TASK timeout: no frame header observed	--
2026-03-27 10:10:38.723	RAW~	35	--	0	RAW_RX +12 bytes	7E 6C FF 53 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:38.723	RX<	35	ACK	2	ACK for SET_COM	7E 6C FF 53 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:38.724	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:38.724	TX>	36	Q_TASK	17	Q_TASK(all) send	7E 6C FF 44 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:39.674	WARN!	36	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:40.675	WARN!	36	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:41.675	WARN!	36	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-27 10:10:41.675	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-27 10:10:42.175	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:42.175	TX>	36	Q_TASK	17	Q_TASK(all) send	7E 6C FF 45 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:43.175	WARN!	36	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:44.175	WARN!	36	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:45.175	WARN!	36	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-27 10:10:45.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-27 10:10:45.675	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:45.675	TX>	36	Q_TASK	17	Q_TASK(all) send	7E 6C FF 46 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:46.675	WARN!	36	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-27 10:10:47.675	WARN!	36	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-27 10:10:48.476	RAW~	36	--	0	RAW_RX +15 bytes	7E 6C FF 54 00 00 05 00 11 00 00 00 00 44 A0
2026-03-27 10:10:48.476	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-27 10:10:48.476	EVT*	-1	--	0	\u94a5\u5319\u5df2\u62d4\u8d70\uff0c\u5f53\u524d\u547d\u4ee4\u5df2\u53d6\u6d88	--
2026-03-27 10:10:48.476	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 54 00 00 05 00 11 00 00 00 00 44 A0
2026-03-27 10:10:49.316	RAW~	36	--	0	RAW_RX +15 bytes	7E 6C FF 55 00 00 05 00 11 01 00 00 00 D1 62
2026-03-27 10:10:49.316	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:49.316	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 55 00 00 05 00 11 01 00 00 00 D1 62
2026-03-27 10:10:49.317	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-27 10:10:49.917	TX>	36	SET_COM	2	SET_COM send	7E 6C FF 47 00 00 02 00 0F 01 1C 11
2026-03-27 10:10:49.947	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-27 10:10:49.947	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-27 10:10:50.018	RAW~	36	--	0	RAW_RX +12 bytes	7E 6C FF 56 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:50.018	RX<	36	ACK	2	ACK for SET_COM	7E 6C FF 56 00 00 02 00 5A 0F A7 20
2026-03-27 10:10:50.018	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:10:50.018	TX>	37	Q_TASK	17	Q_TASK(all) send	7E 6C FF 48 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:10:50.025	RAW~	37	--	0	RAW_RX +32 bytes	7E 6C 01 48 FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:10:50.025	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-27 10:10:50.025	RX<	37	Q_TASK	22	Q_TASK resp: count=1, first=02 80 6E 28 D6 22 45 1C	7E 6C 01 48 FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:10:50.025	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-27 10:10:59.250	RAW~	37	--	0	RAW_RX +13 bytes	7E 6C FF 57 00 00 05 00 11 00 00 00 00
2026-03-27 10:10:59.251	RAW~	37	--	0	RAW_RX +2 bytes	44 A0
2026-03-27 10:10:59.251	WARN!	37	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-27 10:10:59.252	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 57 00 00 05 00 11 00 00 00 00 44 A0
2026-03-27 10:11:00.091	RAW~	37	--	0	RAW_RX +13 bytes	7E 6C FF 58 00 00 05 00 11 01 00 00 00
2026-03-27 10:11:00.092	RAW~	37	--	0	RAW_RX +2 bytes	D1 62
2026-03-27 10:11:00.093	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:11:00.093	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 58 00 00 05 00 11 01 00 00 00 D1 62
2026-03-27 10:11:00.093	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-27 10:11:00.694	TX>	37	SET_COM	2	SET_COM send	7E 6C FF 49 00 00 02 00 0F 01 1C 11
2026-03-27 10:11:00.724	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-27 10:11:00.724	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-27 10:11:00.741	RAW~	37	--	0	RAW_RX +12 bytes	7E 6C FF 59 00 00 02 00 5A 0F A7 20
2026-03-27 10:11:00.741	RX<	37	ACK	2	ACK for SET_COM	7E 6C FF 59 00 00 02 00 5A 0F A7 20
2026-03-27 10:11:00.741	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:11:00.741	TX>	38	Q_TASK	17	Q_TASK(all) send	7E 6C FF 4A 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:11:00.748	RAW~	38	--	0	RAW_RX +32 bytes	7E 6C 01 4A FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:11:00.748	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-27 10:11:00.748	RX<	38	Q_TASK	22	Q_TASK resp: count=1, first=02 80 6E 28 D6 22 45 1C	7E 6C 01 4A FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:11:00.749	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-27 10:11:08.443	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:11:08.443	TX>	39	Q_TASK	17	Q_TASK(all) send	7E 6C FF 4B 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:11:08.450	RAW~	39	--	0	RAW_RX +32 bytes	7E 6C 01 4B FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:11:08.450	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-27 10:11:08.450	RX<	39	Q_TASK	22	Q_TASK resp: count=1, first=02 80 6E 28 D6 22 45 1C	7E 6C 01 4B FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:11:39.678	RAW~	39	--	0	RAW_RX +13 bytes	7E 6C FF 5A 00 00 05 00 11 00 00 00 00
2026-03-27 10:11:39.679	RAW~	39	--	0	RAW_RX +2 bytes	44 A0
2026-03-27 10:11:39.679	WARN!	39	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-27 10:11:39.679	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 5A 00 00 05 00 11 00 00 00 00 44 A0
2026-03-27 10:11:40.519	RAW~	39	--	0	RAW_RX +13 bytes	7E 6C FF 5B 00 00 05 00 11 01 00 00 00
2026-03-27 10:11:40.520	RAW~	39	--	0	RAW_RX +2 bytes	D1 62
2026-03-27 10:11:40.520	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:11:40.520	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 5B 00 00 05 00 11 01 00 00 00 D1 62
2026-03-27 10:11:40.521	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-27 10:11:41.122	TX>	39	SET_COM	2	SET_COM send	7E 6C FF 4C 00 00 02 00 0F 01 1C 11
2026-03-27 10:11:41.151	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-27 10:11:41.151	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-27 10:11:41.265	RAW~	39	--	0	RAW_RX +12 bytes	7E 6C FF 5C 00 00 02 00 5A 0F A7 20
2026-03-27 10:11:41.265	RX<	39	ACK	2	ACK for SET_COM	7E 6C FF 5C 00 00 02 00 5A 0F A7 20
2026-03-27 10:11:41.265	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-27 10:11:41.265	TX>	40	Q_TASK	17	Q_TASK(all) send	7E 6C FF 4D 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-27 10:11:41.272	RAW~	40	--	0	RAW_RX +32 bytes	7E 6C 01 4D FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:11:41.272	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-27 10:11:41.273	RX<	40	Q_TASK	22	Q_TASK resp: count=1, first=02 80 6E 28 D6 22 45 1C	7E 6C 01 4D FF 00 16 00 04 01 02 80 6E 28 D6 22 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF F7 81
2026-03-27 10:11:41.273	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
