\u65f6\u95f4	\u65b9\u5411	OpId	\u547d\u4ee4	\u957f\u5ea6	\u6458\u8981	Hex
2026-03-26 15:32:34.323	EVT*	-1	--	0	\u94a5\u5319\u5df2\u62d4\u8d70\uff0c\u5f53\u524d\u547d\u4ee4\u5df2\u53d6\u6d88	--
2026-03-26 15:32:34.323	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C 00 1C 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:32:35.173	RAW~	12	--	0	RAW_RX +15 bytes	7E 6C FF 1D 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:32:35.173	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:35.174	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 1D 01 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:32:35.174	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:32:35.792	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:32:35.792	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:32:35.792	TX>	12	SET_COM	2	SET_COM send	7E 6C FF 0F 00 00 02 00 0F 01 1C 11
2026-03-26 15:32:35.874	RAW~	12	--	0	RAW_RX +12 bytes	7E 6C FF 1E 00 00 02 00 5A 0F A7 20
2026-03-26 15:32:35.874	RX<	12	ACK	2	ACK for SET_COM	7E 6C FF 1E 00 00 02 00 5A 0F A7 20
2026-03-26 15:32:35.875	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:35.875	TX>	13	Q_TASK	17	Q_TASK(all) send	7E 6C FF 10 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:32:35.916	RAW~	13	--	0	RAW_RX +32 bytes	7E 6C 01 10 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:32:35.916	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:32:35.917	RX<	13	Q_TASK	22	Q_TASK resp: count=1, first=02 20 EE F4 64 16 45 1C	7E 6C 01 10 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:32:35.917	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:32:37.961	RAW~	13	--	0	RAW_RX +15 bytes	7E 6C FF 1F 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:32:37.961	WARN!	13	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:32:37.961	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 1F 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:32:39.482	RAW~	13	--	0	RAW_RX +15 bytes	7E 6C FF 20 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:32:39.482	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:39.482	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 20 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:32:39.482	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:32:40.104	TX>	13	SET_COM	2	SET_COM send	7E 6C FF 11 00 00 02 00 0F 01 1C 11
2026-03-26 15:32:40.144	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:32:40.144	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:32:40.432	RAW~	13	--	0	RAW_RX +12 bytes	7E 6C FF 21 00 00 02 00 5A 0F A7 20
2026-03-26 15:32:40.432	RX<	13	ACK	2	ACK for SET_COM	7E 6C FF 21 00 00 02 00 5A 0F A7 20
2026-03-26 15:32:40.432	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:40.433	TX>	14	Q_TASK	17	Q_TASK(all) send	7E 6C FF 12 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:32:40.470	RAW~	14	--	0	RAW_RX +32 bytes	7E 6C 01 12 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:32:40.471	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:32:40.471	RX<	14	Q_TASK	22	Q_TASK resp: count=1, first=02 20 EE F4 64 16 45 1C	7E 6C 01 12 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:32:40.471	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:32:45.069	RAW~	14	--	0	RAW_RX +15 bytes	7E 6C FF 22 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:32:45.069	WARN!	14	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:32:45.070	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 22 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:32:45.355	RAW~	14	--	0	RAW_RX +15 bytes	7E 6C FF 23 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:32:45.355	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:45.355	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 23 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:32:45.355	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:32:45.978	TX>	14	SET_COM	2	SET_COM send	7E 6C FF 13 00 00 02 00 0F 01 1C 11
2026-03-26 15:32:45.978	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:32:45.978	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:32:46.056	RAW~	14	--	0	RAW_RX +12 bytes	7E 6C FF 24 00 00 02 00 5A 0F A7 20
2026-03-26 15:32:46.056	RX<	14	ACK	2	ACK for SET_COM	7E 6C FF 24 00 00 02 00 5A 0F A7 20
2026-03-26 15:32:46.056	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:46.056	TX>	15	Q_TASK	17	Q_TASK(all) send	7E 6C FF 14 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:32:47.106	WARN!	15	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:32:48.179	WARN!	15	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:32:49.181	WARN!	15	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-26 15:32:49.181	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-26 15:32:49.701	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:49.701	TX>	15	Q_TASK	17	Q_TASK(all) send	7E 6C FF 15 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:32:50.691	WARN!	15	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:32:51.674	WARN!	15	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:32:52.684	WARN!	15	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-26 15:32:52.684	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-26 15:32:53.175	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:32:53.175	TX>	15	Q_TASK	17	Q_TASK(all) send	7E 6C FF 16 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:32:54.174	WARN!	15	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:32:55.175	WARN!	15	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:32:55.183	RAW~	15	--	0	RAW_RX +32 bytes	7E 6C 01 16 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:32:55.183	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:32:55.183	RX<	15	Q_TASK	22	Q_TASK resp: count=1, first=02 20 EE F4 64 16 45 1C	7E 6C 01 16 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:32:55.183	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:33:56.333	RAW~	15	--	0	RAW_RX +13 bytes	7E 6C FF 25 00 00 05 00 11 00 00 00 00
2026-03-26 15:33:56.334	RAW~	15	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:33:56.334	WARN!	15	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:33:56.334	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 25 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:33:57.034	RAW~	15	--	0	RAW_RX +15 bytes	7E 6C FF 26 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:33:57.034	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:33:57.035	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 26 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:33:57.035	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:33:57.635	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:33:57.635	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:33:57.635	TX>	15	SET_COM	2	SET_COM send	7E 6C FF 17 00 00 02 00 0F 01 1C 11
2026-03-26 15:33:57.897	RAW~	15	--	0	RAW_RX +12 bytes	7E 6C FF 27 00 00 02 00 5A 0F A7 20
2026-03-26 15:33:57.898	RX<	15	ACK	2	ACK for SET_COM	7E 6C FF 27 00 00 02 00 5A 0F A7 20
2026-03-26 15:33:57.898	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:33:57.898	TX>	16	Q_TASK	17	Q_TASK(all) send	7E 6C FF 18 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:33:58.849	WARN!	16	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:33:59.800	WARN!	16	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:34:00.750	WARN!	16	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-26 15:34:00.750	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-26 15:34:01.226	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:01.227	TX>	16	Q_TASK	17	Q_TASK(all) send	7E 6C FF 19 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:34:02.176	WARN!	16	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:34:03.175	WARN!	16	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:34:04.175	WARN!	16	Q_TASK	0	Q_TASK soft-timeout, delay retry 2/2	--
2026-03-26 15:34:04.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(2/2)	--
2026-03-26 15:34:04.675	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:04.675	TX>	16	Q_TASK	17	Q_TASK(all) send	7E 6C FF 1A 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:34:05.676	WARN!	16	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:34:06.675	WARN!	16	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:34:07.674	ERR!	16	Q_TASK	0	Q_TASK timeout after 3 retries, keep port open	--
2026-03-26 15:34:07.675	TX>	16	SET_COM	2	SET_COM send	7E 6C FF 1B 00 00 02 00 0F 01 1C 11
2026-03-26 15:34:07.675	WARN!	16	Q_TASK	0	Q_TASK timeout: no frame header observed	--
2026-03-26 15:34:07.819	RAW~	16	--	0	RAW_RX +12 bytes	7E 6C FF 28 00 00 02 00 5A 0F A7 20
2026-03-26 15:34:07.819	RX<	16	ACK	2	ACK for SET_COM	7E 6C FF 28 00 00 02 00 5A 0F A7 20
2026-03-26 15:34:07.819	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:07.819	TX>	17	Q_TASK	17	Q_TASK(all) send	7E 6C FF 1C 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:34:08.769	WARN!	17	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:34:09.193	RAW~	17	--	0	RAW_RX +13 bytes	7E 6C FF 29 00 00 05 00 11 00 00 00 00
2026-03-26 15:34:09.193	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:34:09.194	RAW~	17	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:34:09.194	EVT*	-1	--	0	\u94a5\u5319\u5df2\u62d4\u8d70\uff0c\u5f53\u524d\u547d\u4ee4\u5df2\u53d6\u6d88	--
2026-03-26 15:34:09.194	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 29 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:34:09.474	RAW~	17	--	0	RAW_RX +13 bytes	7E 6C FF 2A 00 00 05 00 11 01 00 00 00
2026-03-26 15:34:09.476	RAW~	17	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:34:09.476	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:09.476	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 2A 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:34:09.476	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:34:10.077	TX>	17	SET_COM	2	SET_COM send	7E 6C FF 1D 00 00 02 00 0F 01 1C 11
2026-03-26 15:34:10.107	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:34:10.107	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:34:10.214	RAW~	17	--	0	RAW_RX +12 bytes	7E 6C FF 2B 00 00 02 00 5A 0F A7 20
2026-03-26 15:34:10.214	RX<	17	ACK	2	ACK for SET_COM	7E 6C FF 2B 00 00 02 00 5A 0F A7 20
2026-03-26 15:34:10.215	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:10.215	TX>	18	Q_TASK	17	Q_TASK(all) send	7E 6C FF 1E 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:34:11.014	RAW~	18	--	0	RAW_RX +13 bytes	7E 6C FF 2C 00 00 05 00 11 00 00 00 00
2026-03-26 15:34:11.014	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:34:11.015	RAW~	18	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:34:11.015	EVT*	-1	--	0	\u94a5\u5319\u5df2\u62d4\u8d70\uff0c\u5f53\u524d\u547d\u4ee4\u5df2\u53d6\u6d88	--
2026-03-26 15:34:11.015	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 2C 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:34:11.156	RAW~	18	--	0	RAW_RX +13 bytes	7E 6C FF 2D 00 00 05 00 11 01 00 00 00
2026-03-26 15:34:11.157	RAW~	18	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:34:11.157	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:11.157	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 2D 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:34:11.157	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:34:11.757	TX>	18	SET_COM	2	SET_COM send	7E 6C FF 1F 00 00 02 00 0F 01 1C 11
2026-03-26 15:34:11.775	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:34:11.775	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:34:11.811	RAW~	18	--	0	RAW_RX +12 bytes	7E 6C FF 2E 00 00 02 00 5A 0F A7 20
2026-03-26 15:34:11.811	RX<	18	ACK	2	ACK for SET_COM	7E 6C FF 2E 00 00 02 00 5A 0F A7 20
2026-03-26 15:34:11.812	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:11.812	TX>	19	Q_TASK	17	Q_TASK(all) send	7E 6C FF 20 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:34:11.819	RAW~	19	--	0	RAW_RX +32 bytes	7E 6C 01 20 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:34:11.819	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:34:11.819	RX<	19	Q_TASK	22	Q_TASK resp: count=1, first=02 20 EE F4 64 16 45 1C	7E 6C 01 20 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:34:11.819	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:34:33.124	EVT*	-1	--	0	RX drain reason=pre-send Q_KEYEQ drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:34:33.124	TX>	20	0X14	1	Q_KEYEQ send	7E 6C FF 21 00 00 01 00 14 52 B5
2026-03-26 15:34:33.128	RAW~	20	--	0	RAW_RX +19 bytes	7E 6C 01 21 FF 00 09 00 14 59 FF FF FF FF FF FF FF A7 91
2026-03-26 15:34:33.128	RX<	20	0X14	9	Q_KEYEQ resp: battery=89%	7E 6C 01 21 FF 00 09 00 14 59 FF FF FF FF FF FF FF A7 91
2026-03-26 15:34:33.128	EVT*	-1	--	0	\u94a5\u5319\u5f53\u524d\u7535\u91cf\uff1a89%	--
2026-03-26 15:37:25.387	RAW~	20	--	0	RAW_RX +15 bytes	7E 6C FF 2F 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:37:25.387	WARN!	20	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:37:25.387	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 2F 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:37:40.065	RAW~	20	--	0	RAW_RX +15 bytes	7E 6C FF 30 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:37:40.065	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:37:40.065	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 30 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:37:40.065	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:37:40.666	TX>	20	SET_COM	2	SET_COM send	7E 6C FF 22 00 00 02 00 0F 01 1C 11
2026-03-26 15:37:40.666	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:37:40.666	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:37:40.816	RAW~	20	--	0	RAW_RX +12 bytes	7E 6C FF 31 00 00 02 00 5A 0F A7 20
2026-03-26 15:37:40.816	RX<	20	ACK	2	ACK for SET_COM	7E 6C FF 31 00 00 02 00 5A 0F A7 20
2026-03-26 15:37:40.816	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:37:40.817	TX>	21	Q_TASK	17	Q_TASK(all) send	7E 6C FF 23 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:37:41.766	WARN!	21	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:37:41.773	RAW~	21	--	0	RAW_RX +32 bytes	7E 6C 01 23 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:37:41.773	EVT*	-1	Q_TASK	0	Q_TASK RX observed frame header 7E6C	--
2026-03-26 15:37:41.774	RX<	21	Q_TASK	22	Q_TASK resp: count=1, first=02 20 EE F4 64 16 45 1C	7E 6C 01 23 FF 00 16 00 04 01 02 20 EE F4 64 16 45 1C 00 00 00 00 00 00 00 00 02 00 FF FF D9 7A
2026-03-26 15:37:41.774	EVT*	-1	--	0	\u534f\u8bae\u901a\u8baf\u5df2\u786e\u8ba4\uff1aQ_TASK response	--
2026-03-26 15:41:25.141	RAW~	21	--	0	RAW_RX +15 bytes	7E 6C FF 32 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:41:25.141	WARN!	21	--	0	\u534f\u8bae\u901a\u8baf\u964d\u7ea7\uff1akey removed	--
2026-03-26 15:41:25.142	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 32 00 00 05 00 11 00 00 00 00 44 A0
2026-03-26 15:41:25.421	RAW~	21	--	0	RAW_RX +13 bytes	7E 6C FF 33 00 00 05 00 11 01 00 00 00
2026-03-26 15:41:25.422	RAW~	21	--	0	RAW_RX +2 bytes	D1 62
2026-03-26 15:41:25.422	EVT*	-1	--	0	RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:25.423	EVT*	-1	KEY_EVT	5	KEY_PLACED (\u94a5\u5319\u653e\u4e0a), drainBytes=0	7E 6C FF 33 00 00 05 00 11 01 00 00 00 D1 62
2026-03-26 15:41:25.423	EVT*	-1	--	0	KEY_STABLE window start (key placed, 600ms)	--
2026-03-26 15:41:26.023	TX>	21	SET_COM	2	SET_COM send	7E 6C FF 24 00 00 02 00 0F 01 1C 11
2026-03-26 15:41:26.025	EVT*	-1	--	0	KEY_STABLE_PRESENT	--
2026-03-26 15:41:26.025	EVT*	-1	--	0	\u94a5\u5319\u5df2\u7a33\u5b9a\uff0c\u7b49\u5f85\u901a\u8baf\u786e\u8ba4	--
2026-03-26 15:41:26.250	RAW~	21	--	0	RAW_RX +12 bytes	7E 6C FF 34 00 00 02 00 5A 0F A7 20
2026-03-26 15:41:26.250	RX<	21	ACK	2	ACK for SET_COM	7E 6C FF 34 00 00 02 00 5A 0F A7 20
2026-03-26 15:41:26.250	EVT*	-1	--	0	RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0	--
2026-03-26 15:41:26.251	TX>	22	Q_TASK	17	Q_TASK(all) send	7E 6C FF 25 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26
2026-03-26 15:41:27.200	WARN!	22	Q_TASK	0	Retry 1/3 for Q_TASK	--
2026-03-26 15:41:28.175	WARN!	22	Q_TASK	0	Retry 2/3 for Q_TASK	--
2026-03-26 15:41:29.175	WARN!	22	Q_TASK	0	Q_TASK soft-timeout, delay retry 1/2	--
2026-03-26 15:41:29.175	EVT*	-1	--	0	Q_TASK \u6682\u672a\u54cd\u5e94\uff0c500ms \u540e\u81ea\u52a8\u91cd\u8bd5(1/2)	--
2026-03-26 15:41:29.195	RAW~	22	--	0	RAW_RX +13 bytes	7E 6C FF 35 00 00 05 00 11 00 00 00 00
2026-03-26 15:41:29.196	RAW~	22	--	0	RAW_RX +2 bytes	44 A0
2026-03-26 15:41:29.196	EVT*	-1	KEY_EVT	5	KEY_REMOVED (\u94a5\u5319\u62ff\u8d70)	7E 6C FF 35 00 00 05 00 11 00 00 00 00 44 A0
