时间,方向,OpId,命令,长度,摘要,Hex
2026-03-09 15:30:44.902,EVT*,-1,TICKET,276,"TICKET frame 1/1 send","7E 6C 00 00 01 00 14 01 03 00 00 11 01 00 00 01 11 00 00 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 01 00 01 00 D6 00 00 00 20 26 03 09 15 30 FF FF 20 26 03 10 15 30 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 01 00 02 00 A8 00 00 00 BD E2 B3 FD CB F8 B6 A8 A3 AC BD AB 34 31 31 B6 CF C2 B7 C6 F7 B2 D9 D7 F7 B5 BD B8 F4 C0 EB CE BB D6 C3 B2 A2 D6 B4 D0 D0 CB F8 B6 A8 00 54 44 2D 32 30 32 36 2D 30 33 2D 30 39 2D 30 30 30 30 30 38 2D C9 E8 B1 B8 BC EC D0 DE 2D B4 F3 BA E1 C7 D9 42 32 B5 CD D1 B9 C5 E4 B5 E7 B7 BF 2D 34 31 31 B6 CF C2 B7 C6 F7 00 93 B6"
2026-03-09 15:30:44.902,TX>,1,TICKET,276,"TICKET send","7E 6C 00 00 01 00 14 01 03 00 00 11 01 00 00 01 11 00 00 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 01 00 01 00 D6 00 00 00 20 26 03 09 15 30 FF FF 20 26 03 10 15 30 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 01 00 02 00 A8 00 00 00 BD E2 B3 FD CB F8 B6 A8 A3 AC BD AB 34 31 31 B6 CF C2 B7 C6 F7 B2 D9 D7 F7 B5 BD B8 F4 C0 EB CE BB D6 C3 B2 A2 D6 B4 D0 D0 CB F8 B6 A8 00 54 44 2D 32 30 32 36 2D 30 33 2D 30 39 2D 30 30 30 30 30 38 2D C9 E8 B1 B8 BC EC D0 DE 2D B4 F3 BA E1 C7 D9 42 32 B5 CD D1 B9 C5 E4 B5 E7 B7 BF 2D 34 31 31 B6 CF C2 B7 C6 F7 00 93 B6"
2026-03-09 15:30:45.066,RAW~,1,NAK,0,"RAW_RX +14 bytes","7E 6C 01 00 FF 00 04 00 5A 03 00 00 00 74"
2026-03-09 15:30:45.066,RX<,1,ACK,4,"ACK for 0x03","7E 6C 01 00 FF 00 04 00 5A 03 00 00 00 74"
2026-03-09 15:30:45.069,EVT*,-1,TICKET,4,"TICKET frame 1/1 ACK","--"
2026-03-09 15:30:45.069,EVT*,-1,NAK,0,"传票发送完成，共 1 帧","--"
2026-03-09 15:30:57.432,RAW~,1,NAK,0,"RAW_RX +15 bytes","7E 6C 00 69 01 00 05 00 11 00 00 00 00 44 A0"
2026-03-09 15:30:57.432,EVT*,-1,KEY_EVT,5,"KEY_REMOVED (钥匙拿走)","7E 6C 00 69 01 00 05 00 11 00 00 00 00 44 A0"
2026-03-09 15:31:36.850,RAW~,1,NAK,0,"RAW_RX +15 bytes","7E 6C 00 6A 01 00 05 00 11 01 00 00 00 D1 62"
2026-03-09 15:31:36.850,EVT*,-1,NAK,0,"RX drain reason=KEY_PLACED drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0","--"
2026-03-09 15:31:36.850,EVT*,-1,KEY_EVT,5,"KEY_PLACED (钥匙放上), drainBytes=0","7E 6C 00 6A 01 00 05 00 11 01 00 00 00 D1 62"
2026-03-09 15:31:36.855,EVT*,-1,NAK,0,"KEY_STABLE window start (key placed, 600ms)","--"
2026-03-09 15:31:37.456,TX>,1,SET_COM,2,"SET_COM send","7E 6C FF 02 00 00 02 00 0F 01 1C 11"
2026-03-09 15:31:37.462,EVT*,-1,NAK,0,"KEY_STABLE_PRESENT","--"
2026-03-09 15:31:37.465,EVT*,-1,NAK,0,"钥匙已就绪，可发送 Q_TASK/DEL","--"
2026-03-09 15:31:37.507,RAW~,1,NAK,0,"RAW_RX +12 bytes","7E 6C FF 6B 00 00 02 00 5A 0F A7 20"
2026-03-09 15:31:37.507,RX<,1,ACK,2,"ACK for SET_COM","7E 6C FF 6B 00 00 02 00 5A 0F A7 20"
2026-03-09 15:31:41.966,EVT*,-1,NAK,0,"RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0","--"
2026-03-09 15:31:41.966,TX>,2,Q_TASK,17,"Q_TASK(all) send","7E 6C FF 03 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26"
2026-03-09 15:31:41.978,RAW~,2,NAK,0,"RAW_RX +32 bytes","7E 6C 01 03 FF 00 16 00 04 01 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 02 00 FF FF 72 00"
2026-03-09 15:31:41.978,EVT*,-1,Q_TASK,0,"Q_TASK RX observed frame header 7E6C","--"
2026-03-09 15:31:41.978,RX<,2,Q_TASK,22,"Q_TASK resp: count=1, first=02 80 C9 8C 08 3D 2F 1C","7E 6C 01 03 FF 00 16 00 04 01 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 02 00 FF FF 72 00"
2026-03-09 15:31:41.982,EVT*,-1,NAK,0,"RX drain reason=pre-send I_TASK_LOG drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0","--"
2026-03-09 15:31:41.982,TX>,3,I_TASK_LOG,17,"I_TASK_LOG send","7E 6C FF 04 01 00 11 00 05 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 BB B6"
2026-03-09 15:31:42.004,RAW~,3,NAK,0,"RAW_RX +13 bytes","7E 6C 01 04 FF 00 03 00 05 01 00 D7 68"
2026-03-09 15:31:42.004,RX<,3,I_TASK_LOG,3,"I_TASK_LOG resp: totalFrames=1","7E 6C 01 04 FF 00 03 00 05 01 00 D7 68"
2026-03-09 15:31:42.006,TX>,3,ACK,4,"ACK for I_TASK_LOG, start upload from frame 0","7E 6C FF 05 00 00 04 00 5A 05 00 00 5C A9"
2026-03-09 15:31:42.016,RAW~,3,NAK,0,"RAW_RX +57 bytes","7E 6C 01 08 FF 00 2F 00 15 00 00 2C 00 00 00 01 11 00 00 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 01 00 01 00 00 00 01 C9 04 99 A0 01 26 03 09 15 30 39 01 FF 8D CF"
2026-03-09 15:31:42.016,RX<,3,UP_TASK_LOG,47,"UP_TASK_LOG recv: payload=46B","7E 6C 01 08 FF 00 2F 00 15 00 00 2C 00 00 00 01 11 00 00 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 01 00 01 00 00 00 01 C9 04 99 A0 01 26 03 09 15 30 39 01 FF 8D CF"
2026-03-09 15:31:42.019,EVT*,-1,UP_TASK_LOG,47,"UP_TASK_LOG parsed: taskId=2030909063898431490 items=1","--"
2026-03-09 15:31:42.080,EVT*,-1,NAK,0,"RX drain reason=pre-send DEL drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0","--"
2026-03-09 15:31:42.080,TX>,4,DEL,17,"DEL send: taskId=0280C98C...","7E 6C FF 06 01 00 11 00 06 02 80 C9 8C 08 3D 2F 1C 00 00 00 00 00 00 00 00 26 E1"
2026-03-09 15:31:42.169,RAW~,4,NAK,0,"RAW_RX +12 bytes","7E 6C 01 06 FF 00 02 00 5A 06 36 09"
2026-03-09 15:31:42.169,RX<,4,ACK,2,"ACK for DEL","7E 6C 01 06 FF 00 02 00 5A 06 36 09"
2026-03-09 15:31:42.172,EVT*,-1,NAK,0,"RX drain reason=pre-send Q_TASK drainBytes=0 recvBufSizeBefore=0 recvBufSizeAfter=0","--"
2026-03-09 15:31:42.172,TX>,4,Q_TASK,17,"Q_TASK(all) send","7E 6C FF 07 00 00 11 00 04 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF F3 26"
2026-03-09 15:31:42.927,RAW~,4,NAK,0,"RAW_RX +12 bytes","7E 6C 01 07 FF 00 02 00 04 00 D1 4C"
2026-03-09 15:31:42.927,EVT*,-1,Q_TASK,0,"Q_TASK RX observed frame header 7E6C","--"
2026-03-09 15:31:42.927,RX<,4,Q_TASK,2,"Q_TASK resp: count=0","7E 6C 01 07 FF 00 02 00 04 00 D1 4C"
